date,item_name,category,day_of_week,is_holiday,days_to_payday,is_long_weekend,precipitation_mm,temp_max_c,weather_severity_alert,department_meeting_flag,leave_rate_percentage,macro_dietary_period,recurring_meatless_day,nonveg_abstention_index,fasting_population_est,special_menu_flag,cost_per_portion,shortage_penalty,target_demand
2024-08-16,Egg Bhurji,Non_Veg_Mains,4,0,16,0,15.37,25.07,0,0,0.03,Shravan,0,0.4,0.02,0,25,40,66
2024-08-17,Egg Bhurji,Non_Veg_Mains,5,0,15,0,12.28,29.05,0,0,0.1,Shravan,1,0.4,0.02,0,25,40,0
2024-08-18,Egg Bhurji,Non_Veg_Mains,6,0,14,0,30.2,29.21,0,1,0.11,Shravan,0,0.4,0.02,0,25,40,0
2024-08-19,Egg Bhurji,Non_Veg_Mains,0,0,13,0,58.82,30.02,1,0,0.12,Shravan,0,0.4,0.02,0,25,40,78
2024-08-20,Egg Bhurji,Non_Veg_Mains,1,0,12,0,5.28,31.34,0,0,0.14,Shravan,1,0.4,0.02,0,25,40,65
2024-08-21,Egg Bhurji,Non_Veg_Mains,2,0,11,0,3.29,30.49,0,0,0.12,Shravan,0,0.4,0.02,0,25,40,0
2024-08-22,Egg Bhurji,Non_Veg_Mains,3,0,10,0,27.79,26.12,0,0,0.09,Shravan,1,0.4,0.02,0,25,40,0
2024-08-23,Egg Bhurji,Non_Veg_Mains,4,0,9,0,5.17,31.81,0,1,0.11,Shravan,0,0.4,0.02,0,25,40,73
2024-08-24,Egg Bhurji,Non_Veg_Mains,5,0,8,0,12.46,28.06,0,1,0.15,Shravan,1,0.4,0.02,0,25,40,0
2024-08-25,Egg Bhurji,Non_Veg_Mains,6,0,7,0,25.46,31.22,0,0,0.11,Shravan,0,0.4,0.02,0,25,40,0
2024-08-26,Egg Bhurji,Non_Veg_Mains,0,0,6,0,11.94,32.06,0,0,0.08,Shravan,0,0.4,0.02,0,25,40,75
2024-08-27,Egg Bhurji,Non_Veg_Mains,1,0,5,0,13.19,34.23,0,0,0.08,Shravan,1,0.4,0.02,0,25,40,69
2024-08-28,Egg Bhurji,Non_Veg_Mains,2,0,4,0,6.62,30.03,0,0,0.13,Shravan,0,0.4,0.02,0,25,40,0
2024-08-29,Egg Bhurji,Non_Veg_Mains,3,0,3,0,2.64,30.96,0,0,0.04,Shravan,1,0.4,0.02,0,25,40,0
2024-08-30,Egg Bhurji,Non_Veg_Mains,4,0,2,0,27.07,26.55,0,1,0.07,Shravan,0,0.4,0.02,0,25,40,92
2024-08-31,Egg Bhurji,Non_Veg_Mains,5,0,1,0,28.96,29.25,0,1,0.12,Shravan,1,0.4,0.02,0,25,40,0
2024-09-01,Egg Bhurji,Non_Veg_Mains,6,0,0,0,22.12,31.71,0,0,0.05,Shravan,0,0.4,0.02,0,25,40,0
2024-09-02,Egg Bhurji,Non_Veg_Mains,0,0,29,0,57.99,39.33,1,1,0.13,Shravan,0,0.4,0.02,0,25,40,99
2024-09-03,Egg Bhurji,Non_Veg_Mains,1,0,28,0,31.67,28.39,0,0,0.06,Shravan,1,0.4,0.02,0,25,40,87
2024-09-04,Egg Bhurji,Non_Veg_Mains,2,0,27,0,17.83,31.36,0,0,0.07,None,0,0.05,0.0,0,25,40,0
2024-09-05,Egg Bhurji,Non_Veg_Mains,3,0,26,0,24.0,30.15,0,0,0.11,None,1,0.2,0.0,0,25,40,0
2024-09-06,Egg Bhurji,Non_Veg_Mains,4,0,25,0,11.22,27.41,0,1,0.11,None,0,0.05,0.0,0,25,40,133
2024-09-07,Egg Bhurji,Non_Veg_Mains,5,0,24,0,12.34,30.43,0,0,0.06,None,1,0.3,0.0,0,25,40,0
2024-09-08,Egg Bhurji,Non_Veg_Mains,6,0,23,0,14.79,35.44,0,0,0.03,None,0,0.02,0.0,0,25,40,0
2024-09-09,Egg Bhurji,Non_Veg_Mains,0,0,22,0,12.44,26.02,0,0,0.06,None,0,0.15,0.0,0,25,40,115
2024-09-10,Egg Bhurji,Non_Veg_Mains,1,0,21,0,9.94,26.68,0,0,0.05,None,1,0.25,0.0,0,25,40,99
2024-09-11,Egg Bhurji,Non_Veg_Mains,2,1,20,0,4.97,29.75,0,0,0.1,None,0,0.05,0.0,1,25,40,0
2024-09-12,Egg Bhurji,Non_Veg_Mains,3,0,19,0,5.97,27.25,0,1,0.14,None,1,0.2,0.0,0,25,40,0
2024-09-13,Egg Bhurji,Non_Veg_Mains,4,0,18,0,13.88,29.87,0,0,0.08,None,0,0.05,0.0,0,25,40,107
2024-09-14,Egg Bhurji,Non_Veg_Mains,5,0,17,0,16.36,29.48,0,0,0.14,None,1,0.3,0.0,0,25,40,0
2024-09-15,Egg Bhurji,Non_Veg_Mains,6,0,16,0,15.57,32.42,0,0,0.05,None,0,0.02,0.0,0,25,40,0
2024-09-16,Egg Bhurji,Non_Veg_Mains,0,0,15,0,15.81,27.85,0,0,0.11,None,0,0.15,0.0,0,25,40,108
2024-09-17,Egg Bhurji,Non_Veg_Mains,1,0,14,0,27.1,29.44,0,1,0.1,None,1,0.25,0.0,0,25,40,129
2024-09-18,Egg Bhurji,Non_Veg_Mains,2,0,13,0,13.42,36.42,0,0,0.11,None,0,0.05,0.0,0,25,40,0
2024-09-19,Egg Bhurji,Non_Veg_Mains,3,0,12,0,10.53,32.58,0,0,0.06,None,1,0.2,0.0,0,25,40,0
2024-09-20,Egg Bhurji,Non_Veg_Mains,4,0,11,0,11.08,34.33,0,0,0.04,None,0,0.05,0.0,0,25,40,110
2024-09-21,Egg Bhurji,Non_Veg_Mains,5,0,10,0,12.74,28.16,0,0,0.09,None,1,0.3,0.0,0,25,40,0
2024-09-22,Egg Bhurji,Non_Veg_Mains,6,0,9,0,33.31,26.56,0,0,0.14,None,0,0.02,0.0,0,25,40,0
2024-09-23,Egg Bhurji,Non_Veg_Mains,0,0,8,0,31.62,31.45,0,0,0.08,None,0,0.15,0.0,0,25,40,114
2024-09-24,Egg Bhurji,Non_Veg_Mains,1,0,7,0,28.23,30.34,0,0,0.03,None,1,0.25,0.0,0,25,40,107
2024-09-25,Egg Bhurji,Non_Veg_Mains,2,0,6,0,13.22,25.75,0,0,0.07,None,0,0.05,0.0,0,25,40,0
2024-09-26,Egg Bhurji,Non_Veg_Mains,3,0,5,0,3.43,24.36,0,0,0.11,None,1,0.2,0.0,0,25,40,0
2024-09-27,Egg Bhurji,Non_Veg_Mains,4,0,4,0,6.7,30.26,0,0,0.06,None,0,0.05,0.0,0,25,40,99
2024-09-28,Egg Bhurji,Non_Veg_Mains,5,0,3,0,17.17,25.65,0,0,0.12,None,1,0.3,0.0,0,25,40,0
2024-09-29,Egg Bhurji,Non_Veg_Mains,6,0,2,0,30.0,33.73,0,1,0.13,None,0,0.02,0.0,0,25,40,0
2024-09-30,Egg Bhurji,Non_Veg_Mains,0,0,1,0,8.32,29.81,0,1,0.14,None,0,0.15,0.0,0,25,40,118
2024-10-01,Egg Bhurji,Non_Veg_Mains,1,0,1,0,1.41,22.76,0,1,0.08,None,1,0.25,0.0,0,25,40,102
2024-10-02,Egg Bhurji,Non_Veg_Mains,2,0,0,0,1.38,32.05,0,0,0.11,None,0,0.05,0.0,0,25,40,0
2024-10-03,Egg Bhurji,Non_Veg_Mains,3,0,29,0,4.36,30.59,0,0,0.12,Navratri,1,0.45,0.05,0,25,40,0
2024-10-04,Egg Bhurji,Non_Veg_Mains,4,0,28,0,0.56,31.1,0,0,0.14,Navratri,0,0.45,0.05,0,25,40,58
2024-10-05,Egg Bhurji,Non_Veg_Mains,5,0,27,0,6.6,32.46,0,0,0.08,Navratri,1,0.45,0.05,0,25,40,0
2024-10-06,Egg Bhurji,Non_Veg_Mains,6,0,26,0,0.73,28.4,0,0,0.04,Navratri,0,0.45,0.05,0,25,40,0
2024-10-07,Egg Bhurji,Non_Veg_Mains,0,0,25,0,4.77,28.71,0,0,0.14,Navratri,0,0.45,0.05,0,25,40,57
2024-10-08,Egg Bhurji,Non_Veg_Mains,1,0,24,0,0.74,18.9,0,0,0.13,Navratri,1,0.45,0.05,0,25,40,58
2024-10-09,Egg Bhurji,Non_Veg_Mains,2,0,23,0,0.09,30.74,0,0,0.02,Navratri,0,0.45,0.05,0,25,40,0
2024-10-10,Egg Bhurji,Non_Veg_Mains,3,0,22,0,6.57,29.66,0,0,0.14,Navratri,1,0.45,0.05,0,25,40,0
2024-10-11,Egg Bhurji,Non_Veg_Mains,4,0,21,0,20.42,29.65,0,1,0.13,Navratri,0,0.45,0.05,0,25,40,79
2024-10-12,Egg Bhurji,Non_Veg_Mains,5,0,20,0,1.13,22.61,0,0,0.05,Navratri,1,0.45,0.05,0,25,40,0
2024-10-13,Egg Bhurji,Non_Veg_Mains,6,0,19,0,2.61,26.32,0,1,0.12,None,0,0.02,0.0,0,25,40,0
2024-10-14,Egg Bhurji,Non_Veg_Mains,0,0,18,0,1.26,25.64,0,0,0.05,None,0,0.15,0.0,0,25,40,107
2024-10-15,Egg Bhurji,Non_Veg_Mains,1,0,17,0,3.4,22.39,0,0,0.14,None,1,0.25,0.0,0,25,40,90
2024-10-16,Egg Bhurji,Non_Veg_Mains,2,0,16,0,0.97,26.62,0,0,0.04,None,0,0.05,0.0,0,25,40,0
2024-10-17,Egg Bhurji,Non_Veg_Mains,3,0,15,0,0.06,27.09,0,0,0.13,None,1,0.2,0.0,0,25,40,0
2024-10-18,Egg Bhurji,Non_Veg_Mains,4,0,14,0,0.97,23.75,0,1,0.1,None,0,0.05,0.0,0,25,40,122
2024-10-19,Egg Bhurji,Non_Veg_Mains,5,0,13,0,6.39,26.33,0,0,0.13,None,1,0.3,0.0,0,25,40,0
2024-10-20,Egg Bhurji,Non_Veg_Mains,6,0,12,0,17.68,26.15,0,0,0.13,None,0,0.02,0.0,0,25,40,0
2024-10-21,Egg Bhurji,Non_Veg_Mains,0,0,11,0,0.27,22.33,0,0,0.05,None,0,0.15,0.0,0,25,40,105
2024-10-22,Egg Bhurji,Non_Veg_Mains,1,0,10,0,1.18,20.94,0,0,0.05,None,1,0.25,0.0,0,25,40,92
2024-10-23,Egg Bhurji,Non_Veg_Mains,2,0,9,0,6.0,26.33,0,0,0.03,None,0,0.05,0.0,0,25,40,0
2024-10-24,Egg Bhurji,Non_Veg_Mains,3,0,8,0,0.47,20.75,0,0,0.06,None,1,0.2,0.0,0,25,40,0
2024-10-25,Egg Bhurji,Non_Veg_Mains,4,0,7,0,0.18,20.26,0,0,0.09,None,0,0.05,0.0,0,25,40,101
2024-10-26,Egg Bhurji,Non_Veg_Mains,5,0,6,0,5.5,28.22,0,1,0.14,None,1,0.3,0.0,0,25,40,0
2024-10-27,Egg Bhurji,Non_Veg_Mains,6,0,5,0,1.35,19.12,0,1,0.07,None,0,0.02,0.0,0,25,40,0
2024-10-28,Egg Bhurji,Non_Veg_Mains,0,0,4,0,2.02,19.98,0,0,0.05,None,0,0.15,0.0,0,25,40,100
2024-10-29,Egg Bhurji,Non_Veg_Mains,1,0,3,0,0.74,26.16,0,0,0.13,None,1,0.25,0.0,0,25,40,89
2024-10-30,Egg Bhurji,Non_Veg_Mains,2,0,2,0,1.41,22.87,0,0,0.09,None,0,0.05,0.0,0,25,40,0
2024-10-31,Egg Bhurji,Non_Veg_Mains,3,0,1,0,0.74,23.56,0,0,0.02,None,1,0.2,0.0,0,25,40,0
2024-11-01,Egg Bhurji,Non_Veg_Mains,4,0,0,0,1.84,27.76,0,0,0.03,None,0,0.05,0.0,0,25,40,106
2024-11-02,Egg Bhurji,Non_Veg_Mains,5,0,29,0,1.89,31.36,0,0,0.08,None,1,0.3,0.0,0,25,40,0
2024-11-03,Egg Bhurji,Non_Veg_Mains,6,0,28,0,0.09,22.6,0,0,0.1,None,0,0.02,0.0,0,25,40,0
2024-11-04,Egg Bhurji,Non_Veg_Mains,0,0,27,0,2.4,29.8,0,0,0.02,None,0,0.15,0.0,0,25,40,105
2024-11-05,Egg Bhurji,Non_Veg_Mains,1,0,26,0,0.57,29.88,0,0,0.12,None,1,0.25,0.0,0,25,40,91
2024-11-06,Egg Bhurji,Non_Veg_Mains,2,0,25,0,7.94,20.53,0,0,0.03,None,0,0.05,0.0,0,25,40,0
2024-11-07,Egg Bhurji,Non_Veg_Mains,3,0,24,0,2.84,25.78,0,0,0.06,None,1,0.2,0.0,0,25,40,0
2024-11-08,Egg Bhurji,Non_Veg_Mains,4,1,23,1,0.03,28.97,0,0,0.3,None,0,0.05,0.0,1,25,40,7
2024-11-09,Egg Bhurji,Non_Veg_Mains,5,0,22,0,1.26,21.8,0,1,0.14,None,1,0.3,0.0,0,25,40,0
2024-11-10,Egg Bhurji,Non_Veg_Mains,6,0,21,0,0.85,26.94,0,0,0.11,None,0,0.02,0.0,0,25,40,0
2024-11-11,Egg Bhurji,Non_Veg_Mains,0,0,20,0,0.02,27.8,0,0,0.11,None,0,0.15,0.0,0,25,40,95
2024-11-12,Egg Bhurji,Non_Veg_Mains,1,0,19,0,0.61,28.7,0,0,0.08,None,1,0.25,0.0,0,25,40,83
2024-11-13,Egg Bhurji,Non_Veg_Mains,2,0,18,0,2.72,20.16,0,0,0.09,None,0,0.05,0.0,0,25,40,0
2024-11-14,Egg Bhurji,Non_Veg_Mains,3,0,17,0,5.16,32.64,0,1,0.07,None,1,0.2,0.0,0,25,40,0
2024-11-15,Egg Bhurji,Non_Veg_Mains,4,0,16,0,0.38,21.35,0,1,0.05,None,0,0.05,0.0,0,25,40,143
2024-11-16,Egg Bhurji,Non_Veg_Mains,5,0,15,0,0.57,18.02,0,1,0.13,None,1,0.3,0.0,0,25,40,0
2024-11-17,Egg Bhurji,Non_Veg_Mains,6,0,14,0,3.53,18.92,0,0,0.05,None,0,0.02,0.0,0,25,40,0
2024-11-18,Egg Bhurji,Non_Veg_Mains,0,0,13,0,1.3,29.61,0,0,0.05,None,0,0.15,0.0,0,25,40,107
2024-11-19,Egg Bhurji,Non_Veg_Mains,1,0,12,0,1.44,26.94,0,0,0.08,None,1,0.25,0.0,0,25,40,93
2024-11-20,Egg Bhurji,Non_Veg_Mains,2,0,11,0,1.94,32.83,0,0,0.04,None,0,0.05,0.0,0,25,40,0
2024-11-21,Egg Bhurji,Non_Veg_Mains,3,0,10,0,2.85,22.17,0,1,0.11,None,1,0.2,0.0,0,25,40,0
2024-11-22,Egg Bhurji,Non_Veg_Mains,4,0,9,0,5.06,18.75,0,0,0.03,None,0,0.05,0.0,0,25,40,116
2024-11-23,Egg Bhurji,Non_Veg_Mains,5,0,8,0,1.51,30.15,0,0,0.04,None,1,0.3,0.0,0,25,40,0
2024-11-24,Egg Bhurji,Non_Veg_Mains,6,0,7,0,9.52,18.69,0,0,0.14,None,0,0.02,0.0,0,25,40,0
2024-11-25,Egg Bhurji,Non_Veg_Mains,0,0,6,0,3.94,26.4,0,1,0.04,None,0,0.15,0.0,0,25,40,135
2024-11-26,Egg Bhurji,Non_Veg_Mains,1,0,5,0,5.58,24.15,0,0,0.09,None,1,0.25,0.0,0,25,40,90
2024-11-27,Egg Bhurji,Non_Veg_Mains,2,0,4,0,0.02,31.03,0,0,0.11,None,0,0.05,0.0,0,25,40,0
2024-11-28,Egg Bhurji,Non_Veg_Mains,3,0,3,0,3.49,26.77,0,0,0.06,None,1,0.2,0.0,0,25,40,0
2024-11-29,Egg Bhurji,Non_Veg_Mains,4,0,2,0,4.25,23.65,0,1,0.03,None,0,0.05,0.0,0,25,40,134
2024-11-30,Egg Bhurji,Non_Veg_Mains,5,0,1,0,0.07,23.51,0,1,0.14,None,1,0.3,0.0,0,25,40,0
2024-12-01,Egg Bhurji,Non_Veg_Mains,6,0,1,0,0.09,24.27,0,0,0.06,None,0,0.02,0.0,0,25,40,0
2024-12-02,Egg Bhurji,Non_Veg_Mains,0,0,0,0,0.97,20.92,0,1,0.07,None,0,0.15,0.0,0,25,40,124
2024-12-03,Egg Bhurji,Non_Veg_Mains,1,0,29,0,0.76,27.54,0,1,0.03,None,1,0.25,0.0,0,25,40,120
2024-12-04,Egg Bhurji,Non_Veg_Mains,2,0,28,0,2.03,21.9,0,0,0.06,None,0,0.05,0.0,0,25,40,0
2024-12-05,Egg Bhurji,Non_Veg_Mains,3,0,27,0,0.48,27.86,0,0,0.07,None,1,0.2,0.0,0,25,40,0
2024-12-06,Egg Bhurji,Non_Veg_Mains,4,0,26,0,3.08,27.09,0,1,0.06,None,0,0.05,0.0,0,25,40,133
2024-12-07,Egg Bhurji,Non_Veg_Mains,5,0,25,0,3.35,20.42,0,1,0.07,None,1,0.3,0.0,0,25,40,0
2024-12-08,Egg Bhurji,Non_Veg_Mains,6,1,24,0,0.51,24.17,0,1,0.15,None,0,0.02,0.0,1,25,40,0
2024-12-09,Egg Bhurji,Non_Veg_Mains,0,0,23,0,1.59,17.7,0,0,0.06,None,0,0.15,0.0,0,25,40,114
2024-12-10,Egg Bhurji,Non_Veg_Mains,1,0,22,0,5.12,26.18,0,0,0.14,None,1,0.25,0.0,0,25,40,84
2024-12-11,Egg Bhurji,Non_Veg_Mains,2,0,21,0,0.4,23.19,0,0,0.1,None,0,0.05,0.0,0,25,40,0
2024-12-12,Egg Bhurji,Non_Veg_Mains,3,0,20,0,4.39,27.92,0,0,0.1,None,1,0.2,0.0,0,25,40,0
2024-12-13,Egg Bhurji,Non_Veg_Mains,4,0,19,0,3.97,26.3,0,0,0.08,None,0,0.05,0.0,0,25,40,104
2024-12-14,Egg Bhurji,Non_Veg_Mains,5,0,18,0,0.9,25.3,0,0,0.09,None,1,0.3,0.0,0,25,40,0
2024-12-15,Egg Bhurji,Non_Veg_Mains,6,0,17,0,6.63,31.49,0,0,0.03,None,0,0.02,0.0,0,25,40,0
2024-12-16,Egg Bhurji,Non_Veg_Mains,0,0,16,0,0.46,21.01,0,0,0.11,None,0,0.15,0.0,0,25,40,106
2024-12-17,Egg Bhurji,Non_Veg_Mains,1,0,15,0,1.05,27.61,0,0,0.1,None,1,0.25,0.0,0,25,40,81
2024-12-18,Egg Bhurji,Non_Veg_Mains,2,0,14,0,0.3,27.83,0,1,0.14,None,0,0.05,0.0,0,25,40,0
2024-12-19,Egg Bhurji,Non_Veg_Mains,3,0,13,0,3.74,26.11,0,0,0.05,None,1,0.2,0.0,0,25,40,0
2024-12-20,Egg Bhurji,Non_Veg_Mains,4,0,12,0,2.39,30.67,0,0,0.05,None,0,0.05,0.0,0,25,40,107
2024-12-21,Egg Bhurji,Non_Veg_Mains,5,0,11,0,6.21,26.1,0,1,0.1,None,1,0.3,0.0,0,25,40,0
2024-12-22,Egg Bhurji,Non_Veg_Mains,6,0,10,0,0.43,29.57,0,0,0.04,None,0,0.02,0.0,0,25,40,0
2024-12-23,Egg Bhurji,Non_Veg_Mains,0,0,9,0,2.9,29.33,0,0,0.02,None,0,0.15,0.0,0,25,40,109
2024-12-24,Egg Bhurji,Non_Veg_Mains,1,1,8,0,0.34,24.04,0,0,0.1,None,1,0.25,0.0,1,25,40,10
2024-12-25,Egg Bhurji,Non_Veg_Mains,2,0,7,0,3.05,32.88,0,0,0.06,None,0,0.05,0.0,0,25,40,0
2024-12-26,Egg Bhurji,Non_Veg_Mains,3,0,6,0,1.36,22.92,0,0,0.11,None,1,0.2,0.0,0,25,40,0
2024-12-27,Egg Bhurji,Non_Veg_Mains,4,0,5,0,3.63,24.38,0,0,0.11,None,0,0.05,0.0,0,25,40,95
2024-12-28,Egg Bhurji,Non_Veg_Mains,5,0,4,0,0.87,25.87,0,1,0.07,None,1,0.3,0.0,0,25,40,0
2024-12-29,Egg Bhurji,Non_Veg_Mains,6,0,3,0,18.29,16.74,0,0,0.03,None,0,0.02,0.0,0,25,40,0
2024-12-30,Egg Bhurji,Non_Veg_Mains,0,0,2,0,3.13,25.69,0,1,0.04,None,0,0.15,0.0,0,25,40,140
2024-12-31,Egg Bhurji,Non_Veg_Mains,1,0,1,0,0.41,20.53,0,0,0.05,None,1,0.25,0.0,0,25,40,100
2025-01-01,Egg Bhurji,Non_Veg_Mains,2,0,1,0,1.27,26.02,0,1,0.09,None,0,0.05,0.0,0,25,40,0
2025-01-02,Egg Bhurji,Non_Veg_Mains,3,0,0,0,1.7,23.24,0,0,0.03,None,1,0.2,0.0,0,25,40,0
2025-01-03,Egg Bhurji,Non_Veg_Mains,4,0,29,0,5.29,22.17,0,1,0.04,None,0,0.05,0.0,0,25,40,131
2025-01-04,Egg Bhurji,Non_Veg_Mains,5,0,28,0,2.61,23.03,0,1,0.11,None,1,0.3,0.0,0,25,40,0
2025-01-05,Egg Bhurji,Non_Veg_Mains,6,0,27,0,1.44,20.72,0,0,0.1,None,0,0.02,0.0,0,25,40,0
2025-01-06,Egg Bhurji,Non_Veg_Mains,0,0,26,0,4.83,29.83,0,0,0.13,None,0,0.15,0.0,0,25,40,99
2025-01-07,Egg Bhurji,Non_Veg_Mains,1,0,25,0,0.75,27.31,0,0,0.09,None,1,0.25,0.0,0,25,40,91
2025-01-08,Egg Bhurji,Non_Veg_Mains,2,0,24,0,0.25,20.13,0,0,0.05,None,0,0.05,0.0,0,25,40,0
2025-01-09,Egg Bhurji,Non_Veg_Mains,3,0,23,0,1.45,24.21,0,0,0.03,None,1,0.2,0.0,0,25,40,0
2025-01-10,Egg Bhurji,Non_Veg_Mains,4,0,22,0,9.64,25.71,0,0,0.03,None,0,0.05,0.0,0,25,40,114
2025-01-11,Egg Bhurji,Non_Veg_Mains,5,0,21,0,0.56,18.45,0,0,0.15,None,1,0.3,0.0,0,25,40,0
2025-01-12,Egg Bhurji,Non_Veg_Mains,6,0,20,0,0.24,20.55,0,0,0.07,None,0,0.02,0.0,0,25,40,0
2025-01-13,Egg Bhurji,Non_Veg_Mains,0,0,19,0,0.81,27.48,0,0,0.08,None,0,0.15,0.0,0,25,40,102
2025-01-14,Egg Bhurji,Non_Veg_Mains,1,0,18,0,0.76,18.89,0,1,0.04,None,1,0.25,0.0,0,25,40,111
2025-01-15,Egg Bhurji,Non_Veg_Mains,2,0,17,0,5.36,31.4,0,1,0.13,None,0,0.05,0.0,0,25,40,0
2025-01-16,Egg Bhurji,Non_Veg_Mains,3,0,16,0,16.99,29.42,0,0,0.11,None,1,0.2,0.0,0,25,40,0
2025-01-17,Egg Bhurji,Non_Veg_Mains,4,0,15,0,1.63,29.57,0,0,0.04,None,0,0.05,0.0,0,25,40,101
2025-01-18,Egg Bhurji,Non_Veg_Mains,5,0,14,0,0.08,26.35,0,0,0.12,None,1,0.3,0.0,0,25,40,0
2025-01-19,Egg Bhurji,Non_Veg_Mains,6,0,13,0,2.01,28.31,0,0,0.05,None,0,0.02,0.0,0,25,40,0
2025-01-20,Egg Bhurji,Non_Veg_Mains,0,0,12,0,3.98,24.09,0,0,0.1,None,0,0.15,0.0,0,25,40,105
2025-01-21,Egg Bhurji,Non_Veg_Mains,1,0,11,0,0.66,14.96,0,0,0.13,None,1,0.25,0.0,0,25,40,88
2025-01-22,Egg Bhurji,Non_Veg_Mains,2,0,10,0,4.16,25.58,0,0,0.05,None,0,0.05,0.0,0,25,40,0
2025-01-23,Egg Bhurji,Non_Veg_Mains,3,0,9,0,1.67,22.1,0,0,0.04,None,1,0.2,0.0,0,25,40,0
2025-01-24,Egg Bhurji,Non_Veg_Mains,4,0,8,0,0.04,18.75,0,0,0.11,None,0,0.05,0.0,0,25,40,105
2025-01-25,Egg Bhurji,Non_Veg_Mains,5,0,7,0,8.05,27.6,0,0,0.05,None,1,0.3,0.0,0,25,40,0
2025-01-26,Egg Bhurji,Non_Veg_Mains,6,0,6,0,2.08,20.47,0,0,0.12,None,0,0.02,0.0,0,25,40,0
2025-01-27,Egg Bhurji,Non_Veg_Mains,0,0,5,0,4.57,28.04,0,1,0.07,None,0,0.15,0.0,0,25,40,136
2025-01-28,Egg Bhurji,Non_Veg_Mains,1,0,4,0,2.11,22.25,0,0,0.12,None,1,0.25,0.0,0,25,40,84
2025-01-29,Egg Bhurji,Non_Veg_Mains,2,0,3,0,7.2,22.45,0,0,0.12,None,0,0.05,0.0,0,25,40,0
2025-01-30,Egg Bhurji,Non_Veg_Mains,3,0,2,0,4.96,23.18,0,1,0.06,None,1,0.2,0.0,0,25,40,0
2025-01-31,Egg Bhurji,Non_Veg_Mains,4,0,1,0,1.21,33.88,0,0,0.04,None,0,0.05,0.0,0,25,40,109
2025-02-01,Egg Bhurji,Non_Veg_Mains,5,0,28,0,4.18,26.36,0,1,0.14,None,1,0.3,0.0,0,25,40,0
2025-02-02,Egg Bhurji,Non_Veg_Mains,6,0,27,0,6.19,29.6,0,0,0.03,None,0,0.02,0.0,0,25,40,0
2025-02-03,Egg Bhurji,Non_Veg_Mains,0,0,26,0,0.63,23.66,0,0,0.09,None,0,0.15,0.0,0,25,40,100
2025-02-04,Egg Bhurji,Non_Veg_Mains,1,0,25,0,3.34,26.26,0,0,0.07,None,1,0.25,0.0,0,25,40,88
2025-02-05,Egg Bhurji,Non_Veg_Mains,2,0,24,0,0.15,25.29,0,0,0.06,None,0,0.05,0.0,0,25,40,0
2025-02-06,Egg Bhurji,Non_Veg_Mains,3,0,23,0,2.36,24.76,0,0,0.06,None,1,0.2,0.0,0,25,40,0
2025-02-07,Egg Bhurji,Non_Veg_Mains,4,0,22,0,0.45,29.19,0,1,0.05,None,0,0.05,0.0,0,25,40,140
2025-02-08,Egg Bhurji,Non_Veg_Mains,5,0,21,0,4.61,27.04,0,0,0.07,None,1,0.3,0.0,0,25,40,0
2025-02-09,Egg Bhurji,Non_Veg_Mains,6,0,20,0,2.72,24.99,0,1,0.06,None,0,0.02,0.0,0,25,40,0
2025-02-10,Egg Bhurji,Non_Veg_Mains,0,0,19,0,0.38,25.6,0,1,0.08,None,0,0.15,0.0,0,25,40,116
2025-02-11,Egg Bhurji,Non_Veg_Mains,1,0,18,0,3.81,24.57,0,1,0.06,None,1,0.25,0.0,0,25,40,118
2025-02-12,Egg Bhurji,Non_Veg_Mains,2,0,17,0,0.03,25.11,0,0,0.08,None,0,0.05,0.0,0,25,40,0
2025-02-13,Egg Bhurji,Non_Veg_Mains,3,0,16,0,0.02,22.75,0,0,0.05,None,1,0.2,0.0,0,25,40,0
2025-02-14,Egg Bhurji,Non_Veg_Mains,4,0,15,0,0.21,25.94,0,0,0.07,None,0,0.05,0.0,0,25,40,105
2025-02-15,Egg Bhurji,Non_Veg_Mains,5,0,14,0,0.34,28.66,0,1,0.03,None,1,0.3,0.0,0,25,40,0
2025-02-16,Egg Bhurji,Non_Veg_Mains,6,0,13,0,0.4,26.15,0,0,0.14,None,0,0.02,0.0,0,25,40,0
2025-02-17,Egg Bhurji,Non_Veg_Mains,0,0,12,0,0.04,25.88,0,0,0.12,None,0,0.15,0.0,0,25,40,104
2025-02-18,Egg Bhurji,Non_Veg_Mains,1,0,11,0,3.53,16.07,0,0,0.06,None,1,0.25,0.0,0,25,40,100
2025-02-19,Egg Bhurji,Non_Veg_Mains,2,0,10,0,2.38,24.12,0,0,0.03,None,0,0.05,0.0,0,25,40,0
2025-02-20,Egg Bhurji,Non_Veg_Mains,3,0,9,0,4.33,30.26,0,0,0.1,None,1,0.2,0.0,0,25,40,0
2025-02-21,Egg Bhurji,Non_Veg_Mains,4,0,8,0,0.21,28.45,0,0,0.06,None,0,0.05,0.0,0,25,40,101
2025-02-22,Egg Bhurji,Non_Veg_Mains,5,0,7,0,1.44,23.89,0,0,0.06,None,1,0.3,0.0,0,25,40,0
2025-02-23,Egg Bhurji,Non_Veg_Mains,6,0,6,0,0.68,30.64,0,0,0.03,None,0,0.02,0.0,0,25,40,0
2025-02-24,Egg Bhurji,Non_Veg_Mains,0,0,5,0,2.82,22.58,0,0,0.04,None,0,0.15,0.0,0,25,40,108
