date,item_name,category,day_of_week,is_holiday,days_to_payday,is_long_weekend,precipitation_mm,temp_max_c,weather_severity_alert,department_meeting_flag,leave_rate_percentage,macro_dietary_period,recurring_meatless_day,nonveg_abstention_index,fasting_population_est,special_menu_flag,cost_per_portion,shortage_penalty,target_demand,demand_lag_1,demand_lag_7,rolling_mean_7d,rolling_std_7d
2025-11-08,Chole Soya Chunks Curry,Veg_Mains,5,0,23,0,6.73,33.14,0,1,0.04,0,1,0.3,0.0,0,20,30,244,0.0,234.0,84.71428571428571,107.2174026386175
2025-11-09,Chole Soya Chunks Curry,Veg_Mains,6,0,22,0,0.96,24.69,0,1,0.15,0,0,0.02,0.0,0,20,30,0,244.0,0.0,86.14285714285714,109.57863017247561
2025-11-10,Chole Soya Chunks Curry,Veg_Mains,0,0,21,0,7.64,28.24,0,0,0.05,0,0,0.15,0.0,0,20,30,0,0.0,0.0,86.14285714285714,109.57863017247561
2025-11-11,Chole Soya Chunks Curry,Veg_Mains,1,0,20,0,4.6,30.72,0,1,0.11,0,1,0.25,0.0,0,20,30,213,0.0,177.0,86.14285714285714,109.57863017247561
2025-11-12,Chole Soya Chunks Curry,Veg_Mains,2,0,19,0,0.71,23.6,0,0,0.14,0,0,0.05,0.0,0,20,30,0,213.0,0.0,91.28571428571429,115.25148485770045
2025-11-13,Chole Soya Chunks Curry,Veg_Mains,3,0,18,0,4.24,28.11,0,0,0.11,0,1,0.2,0.0,0,20,30,184,0.0,182.0,91.28571428571429,115.25148485770045
2025-11-14,Chole Soya Chunks Curry,Veg_Mains,4,0,17,0,1.92,21.73,0,1,0.08,0,0,0.05,0.0,0,20,30,0,184.0,0.0,91.57142857142857,115.51602651126974
2025-11-15,Chole Soya Chunks Curry,Veg_Mains,5,0,16,0,5.25,23.11,0,0,0.09,0,1,0.3,0.0,0,20,30,184,0.0,244.0,91.57142857142857,115.51602651126974
2025-11-16,Chole Soya Chunks Curry,Veg_Mains,6,0,15,0,0.95,24.06,0,1,0.07,0,0,0.02,0.0,0,20,30,0,184.0,0.0,83.0,103.9695468234168
2025-11-17,Chole Soya Chunks Curry,Veg_Mains,0,0,14,0,1.23,27.5,0,0,0.08,0,0,0.15,0.0,0,20,30,0,0.0,0.0,83.0,103.9695468234168
2025-11-18,Chole Soya Chunks Curry,Veg_Mains,1,0,13,0,1.72,17.14,0,0,0.12,0,1,0.25,0.0,0,20,30,190,0.0,213.0,83.0,103.9695468234168
2025-11-19,Chole Soya Chunks Curry,Veg_Mains,2,0,12,0,1.38,17.08,0,0,0.05,0,0,0.05,0.0,0,20,30,0,190.0,0.0,79.71428571428571,99.44129639426178
2025-11-20,Chole Soya Chunks Curry,Veg_Mains,3,0,11,0,0.16,33.39,0,1,0.09,0,1,0.2,0.0,0,20,30,203,0.0,184.0,79.71428571428571,99.44129639426178
2025-11-21,Chole Soya Chunks Curry,Veg_Mains,4,1,10,1,1.48,26.35,0,0,0.27,0,0,0.05,0.0,1,20,30,0,203.0,0.0,82.42857142857143,102.95930772698037
2025-11-22,Chole Soya Chunks Curry,Veg_Mains,5,0,9,0,2.08,21.12,0,0,0.12,0,1,0.3,0.0,0,20,30,186,0.0,184.0,82.42857142857143,102.95930772698037
2025-11-23,Chole Soya Chunks Curry,Veg_Mains,6,0,8,0,0.38,19.84,0,0,0.04,0,0,0.02,0.0,0,20,30,0,186.0,0.0,82.71428571428571,103.29039046254377
2025-11-24,Chole Soya Chunks Curry,Veg_Mains,0,0,7,0,3.43,24.39,0,1,0.09,0,0,0.15,0.0,0,20,30,0,0.0,0.0,82.71428571428571,103.29039046254377
2025-11-25,Chole Soya Chunks Curry,Veg_Mains,1,0,6,0,9.04,24.07,0,0,0.09,0,1,0.25,0.0,0,20,30,181,0.0,190.0,82.71428571428571,103.29039046254377
2025-11-26,Chole Soya Chunks Curry,Veg_Mains,2,0,5,0,9.87,18.33,0,0,0.07,0,0,0.05,0.0,0,20,30,0,181.0,0.0,81.42857142857143,101.77730123961354
2025-11-27,Chole Soya Chunks Curry,Veg_Mains,3,0,4,0,5.08,32.32,0,1,0.08,0,1,0.2,0.0,0,20,30,209,0.0,203.0,81.42857142857143,101.77730123961354
2025-11-28,Chole Soya Chunks Curry,Veg_Mains,4,0,3,0,0.12,23.24,0,1,0.09,0,0,0.05,0.0,0,20,30,0,209.0,0.0,82.28571428571429,102.98982843904903
2025-11-29,Chole Soya Chunks Curry,Veg_Mains,5,0,2,0,1.42,20.84,0,0,0.11,0,1,0.3,0.0,0,20,30,199,0.0,186.0,82.28571428571429,102.98982843904903
2025-11-30,Chole Soya Chunks Curry,Veg_Mains,6,0,1,0,0.41,20.47,0,0,0.06,0,0,0.02,0.0,0,20,30,0,199.0,0.0,84.14285714285714,105.26384084991476
2025-12-01,Chole Soya Chunks Curry,Veg_Mains,0,0,1,0,1.05,26.19,0,0,0.13,0,0,0.15,0.0,0,20,30,0,0.0,0.0,84.14285714285714,105.26384084991476
2025-12-02,Chole Soya Chunks Curry,Veg_Mains,1,0,0,0,0.68,21.02,0,0,0.12,0,1,0.25,0.0,0,20,30,199,0.0,181.0,84.14285714285714,105.26384084991476
2025-12-03,Chole Soya Chunks Curry,Veg_Mains,2,0,29,0,2.98,26.89,0,0,0.02,0,0,0.05,0.0,0,20,30,0,199.0,0.0,86.71428571428571,108.20307186907752
2025-12-04,Chole Soya Chunks Curry,Veg_Mains,3,0,28,0,7.33,19.93,0,1,0.05,0,1,0.2,0.0,0,20,30,229,0.0,209.0,86.71428571428571,108.20307186907752
2025-12-05,Chole Soya Chunks Curry,Veg_Mains,4,0,27,0,5.09,22.22,0,0,0.11,0,0,0.05,0.0,0,20,30,0,229.0,0.0,89.57142857142857,112.16187281908994
2025-12-06,Chole Soya Chunks Curry,Veg_Mains,5,0,26,0,0.22,27.36,0,0,0.09,0,1,0.3,0.0,0,20,30,183,0.0,199.0,89.57142857142857,112.16187281908994
2025-12-07,Chole Soya Chunks Curry,Veg_Mains,6,0,25,0,1.75,27.0,0,0,0.03,0,0,0.02,0.0,0,20,30,0,183.0,0.0,87.28571428571429,109.69611704722317
2025-12-08,Chole Soya Chunks Curry,Veg_Mains,0,0,24,0,0.09,26.94,0,0,0.11,0,0,0.15,0.0,0,20,30,0,0.0,0.0,87.28571428571429,109.69611704722317
2025-12-09,Chole Soya Chunks Curry,Veg_Mains,1,0,23,0,1.94,18.78,0,0,0.13,0,1,0.25,0.0,0,20,30,184,0.0,199.0,87.28571428571429,109.69611704722317
2025-12-10,Chole Soya Chunks Curry,Veg_Mains,2,0,22,0,0.69,24.94,0,0,0.03,0,0,0.05,0.0,0,20,30,0,184.0,0.0,85.14285714285714,107.26979781751021
2025-12-11,Chole Soya Chunks Curry,Veg_Mains,3,0,21,0,4.62,26.92,0,0,0.14,0,1,0.2,0.0,0,20,30,176,0.0,229.0,85.14285714285714,107.26979781751021
2025-12-12,Chole Soya Chunks Curry,Veg_Mains,4,0,20,0,0.59,27.01,0,0,0.13,0,0,0.05,0.0,0,20,30,0,176.0,0.0,77.57142857142857,96.78129492633916
2025-12-13,Chole Soya Chunks Curry,Veg_Mains,5,0,19,0,5.74,26.85,0,0,0.05,0,1,0.3,0.0,0,20,30,200,0.0,183.0,77.57142857142857,96.78129492633916
2025-12-14,Chole Soya Chunks Curry,Veg_Mains,6,0,18,0,0.8,23.36,0,0,0.09,0,0,0.02,0.0,0,20,30,0,200.0,0.0,80.0,100.02666311205891
2025-12-15,Chole Soya Chunks Curry,Veg_Mains,0,0,17,0,2.61,20.03,0,0,0.04,0,0,0.15,0.0,0,20,30,0,0.0,0.0,80.0,100.02666311205891
2025-12-16,Chole Soya Chunks Curry,Veg_Mains,1,0,16,0,0.89,21.02,0,0,0.15,0,1,0.25,0.0,0,20,30,179,0.0,184.0,80.0,100.02666311205891
2025-12-17,Chole Soya Chunks Curry,Veg_Mains,2,0,15,0,9.6,28.67,0,0,0.1,0,0,0.05,0.0,0,20,30,0,179.0,0.0,79.28571428571429,99.17444947450639
2025-12-18,Chole Soya Chunks Curry,Veg_Mains,3,0,14,0,2.63,16.08,0,0,0.02,0,1,0.2,0.0,0,20,30,180,0.0,176.0,79.28571428571429,99.17444947450639
2025-12-19,Chole Soya Chunks Curry,Veg_Mains,4,1,13,1,1.29,16.48,0,0,0.17,0,0,0.05,0.0,1,20,30,0,180.0,0.0,79.85714285714286,99.83390968909069
2025-12-20,Chole Soya Chunks Curry,Veg_Mains,5,0,12,0,0.78,22.18,0,1,0.06,0,1,0.3,0.0,0,20,30,240,0.0,200.0,79.85714285714286,99.83390968909069
2025-12-21,Chole Soya Chunks Curry,Veg_Mains,6,0,11,0,9.77,23.74,0,0,0.1,0,0,0.02,0.0,0,20,30,0,240.0,0.0,85.57142857142857,108.6153106807954
2025-12-22,Chole Soya Chunks Curry,Veg_Mains,0,0,10,0,0.59,27.49,0,1,0.04,0,0,0.15,0.0,0,20,30,0,0.0,0.0,85.57142857142857,108.6153106807954
2025-12-23,Chole Soya Chunks Curry,Veg_Mains,1,0,9,0,8.7,26.51,0,0,0.14,0,1,0.25,0.0,0,20,30,177,0.0,179.0,85.57142857142857,108.6153106807954
2025-12-24,Chole Soya Chunks Curry,Veg_Mains,2,0,8,0,16.28,26.94,0,0,0.08,0,0,0.05,0.0,0,20,30,0,177.0,0.0,85.28571428571429,108.33084246220659
2025-12-25,Chole Soya Chunks Curry,Veg_Mains,3,0,7,0,0.27,24.62,0,0,0.1,0,1,0.2,0.0,0,20,30,180,0.0,180.0,85.28571428571429,108.33084246220659
2025-12-26,Chole Soya Chunks Curry,Veg_Mains,4,0,6,0,0.29,18.71,0,0,0.13,0,0,0.05,0.0,0,20,30,0,180.0,0.0,85.28571428571429,108.33084246220659
2025-12-27,Chole Soya Chunks Curry,Veg_Mains,5,0,5,0,1.66,25.84,0,0,0.06,0,1,0.3,0.0,0,20,30,195,0.0,240.0,85.28571428571429,108.33084246220659
2025-12-28,Chole Soya Chunks Curry,Veg_Mains,6,0,4,0,1.15,28.74,0,0,0.14,0,0,0.02,0.0,0,20,30,0,195.0,0.0,78.85714285714286,98.50960794330089
2025-12-29,Chole Soya Chunks Curry,Veg_Mains,0,0,3,0,2.31,23.98,0,0,0.08,0,0,0.15,0.0,0,20,30,0,0.0,0.0,78.85714285714286,98.50960794330089
2025-12-30,Chole Soya Chunks Curry,Veg_Mains,1,0,2,0,2.34,23.63,0,0,0.04,0,1,0.25,0.0,0,20,30,202,0.0,177.0,78.85714285714286,98.50960794330089
2025-12-31,Chole Soya Chunks Curry,Veg_Mains,2,0,1,0,4.89,20.74,0,0,0.12,0,0,0.05,0.0,0,20,30,0,202.0,0.0,82.42857142857143,103.0110951028369
2026-01-01,Chole Soya Chunks Curry,Veg_Mains,3,0,1,0,1.56,23.12,0,0,0.12,0,1,0.2,0.0,0,20,30,179,0.0,180.0,82.42857142857143,103.0110951028369
2026-01-02,Chole Soya Chunks Curry,Veg_Mains,4,0,0,0,1.99,27.96,0,0,0.14,0,0,0.05,0.0,0,20,30,0,179.0,0.0,82.28571428571429,102.85380285582423
2026-01-03,Chole Soya Chunks Curry,Veg_Mains,5,0,29,0,1.01,27.64,0,0,0.11,0,1,0.3,0.0,0,20,30,183,0.0,195.0,82.28571428571429,102.85380285582423
2026-01-04,Chole Soya Chunks Curry,Veg_Mains,6,0,28,0,6.49,24.21,0,0,0.13,0,0,0.02,0.0,0,20,30,0,183.0,0.0,80.57142857142857,100.74035461332784
2026-01-05,Chole Soya Chunks Curry,Veg_Mains,0,0,27,0,1.55,25.96,0,0,0.09,0,0,0.15,0.0,0,20,30,0,0.0,0.0,80.57142857142857,100.74035461332784
2026-01-06,Chole Soya Chunks Curry,Veg_Mains,1,0,26,0,5.92,24.33,0,0,0.11,0,1,0.25,0.0,0,20,30,173,0.0,202.0,80.57142857142857,100.74035461332784
2026-01-07,Chole Soya Chunks Curry,Veg_Mains,2,0,25,0,14.96,28.97,0,0,0.05,0,0,0.05,0.0,0,20,30,0,173.0,0.0,76.42857142857143,95.36745975935595
2026-01-08,Chole Soya Chunks Curry,Veg_Mains,3,0,24,0,3.36,27.83,0,0,0.02,0,1,0.2,0.0,0,20,30,200,0.0,179.0,76.42857142857143,95.36745975935594
2026-01-09,Chole Soya Chunks Curry,Veg_Mains,4,0,23,0,2.8,29.67,0,0,0.06,0,0,0.05,0.0,0,20,30,0,200.0,0.0,79.42857142857143,99.37782640484936
2026-01-10,Chole Soya Chunks Curry,Veg_Mains,5,0,22,0,3.8,17.96,0,0,0.05,0,1,0.3,0.0,0,20,30,187,0.0,183.0,79.42857142857143,99.37782640484936
2026-01-11,Chole Soya Chunks Curry,Veg_Mains,6,0,21,0,0.51,15.7,0,1,0.08,0,0,0.02,0.0,0,20,30,0,187.0,0.0,80.0,100.08163334665021
2026-01-12,Chole Soya Chunks Curry,Veg_Mains,0,0,20,0,0.87,27.01,0,1,0.14,0,0,0.15,0.0,0,20,30,0,0.0,0.0,80.0,100.08163334665021
2026-01-13,Chole Soya Chunks Curry,Veg_Mains,1,0,19,0,0.03,32.3,0,1,0.04,0,1,0.25,0.0,0,20,30,218,0.0,173.0,80.0,100.08163334665021
2026-01-14,Chole Soya Chunks Curry,Veg_Mains,2,0,18,0,0.76,23.8,0,0,0.05,0,0,0.05,0.0,0,20,30,0,218.0,0.0,86.42857142857143,108.16939977470079
2026-01-15,Chole Soya Chunks Curry,Veg_Mains,3,0,17,0,1.91,27.96,0,1,0.06,0,1,0.2,0.0,0,20,30,215,0.0,200.0,86.42857142857143,108.16939977470079
2026-01-16,Chole Soya Chunks Curry,Veg_Mains,4,0,16,0,0.21,25.12,0,0,0.12,0,0,0.05,0.0,0,20,30,0,215.0,0.0,88.57142857142857,110.90815591118192
2026-01-17,Chole Soya Chunks Curry,Veg_Mains,5,0,15,0,2.24,27.81,0,0,0.06,0,1,0.3,0.0,0,20,30,210,0.0,187.0,88.57142857142857,110.90815591118192
2026-01-18,Chole Soya Chunks Curry,Veg_Mains,6,0,14,0,1.55,22.59,0,0,0.04,0,0,0.02,0.0,0,20,30,0,210.0,0.0,91.85714285714286,114.58974440939082
2026-01-19,Chole Soya Chunks Curry,Veg_Mains,0,1,13,1,1.49,31.77,0,0,0.21,0,0,0.15,0.0,1,20,30,0,0.0,0.0,91.85714285714286,114.58974440939082
2026-01-20,Chole Soya Chunks Curry,Veg_Mains,1,0,12,0,0.4,25.92,0,0,0.05,0,1,0.25,0.0,0,20,30,202,0.0,218.0,91.85714285714286,114.58974440939082
2026-01-21,Chole Soya Chunks Curry,Veg_Mains,2,0,11,0,0.06,22.44,0,0,0.09,0,0,0.05,0.0,0,20,30,0,202.0,0.0,89.57142857142857,111.77933193403439
2026-01-22,Chole Soya Chunks Curry,Veg_Mains,3,0,10,0,2.44,22.16,0,0,0.14,0,1,0.2,0.0,0,20,30,163,0.0,215.0,89.57142857142857,111.77933193403439
2026-01-23,Chole Soya Chunks Curry,Veg_Mains,4,0,9,0,1.11,28.19,0,0,0.08,0,0,0.05,0.0,0,20,30,0,163.0,0.0,82.14285714285714,103.47371416842789
2026-01-24,Chole Soya Chunks Curry,Veg_Mains,5,0,8,0,0.45,26.21,0,0,0.08,0,1,0.3,0.0,0,20,30,189,0.0,210.0,82.14285714285714,103.47371416842789
2026-01-25,Chole Soya Chunks Curry,Veg_Mains,6,0,7,0,1.97,24.44,0,1,0.11,0,0,0.02,0.0,0,20,30,0,189.0,0.0,79.14285714285714,99.37207617741271
2026-01-26,Chole Soya Chunks Curry,Veg_Mains,0,0,6,0,3.19,23.75,0,0,0.1,0,0,0.15,0.0,0,20,30,0,0.0,0.0,79.14285714285714,99.37207617741271
2026-01-27,Chole Soya Chunks Curry,Veg_Mains,1,0,5,0,1.49,19.67,0,0,0.06,0,1,0.25,0.0,0,20,30,201,0.0,202.0,79.14285714285714,99.37207617741271
2026-01-28,Chole Soya Chunks Curry,Veg_Mains,2,0,4,0,2.1,28.08,0,0,0.09,0,0,0.05,0.0,0,20,30,0,201.0,0.0,79.0,99.1665266105453
2026-01-29,Chole Soya Chunks Curry,Veg_Mains,3,0,3,0,1.73,23.08,0,0,0.08,0,1,0.2,0.0,0,20,30,179,0.0,163.0,79.0,99.1665266105453
2026-01-30,Chole Soya Chunks Curry,Veg_Mains,4,0,2,0,2.11,22.23,0,1,0.13,0,0,0.05,0.0,0,20,30,0,179.0,0.0,81.28571428571429,101.58036930712261
2026-01-31,Chole Soya Chunks Curry,Veg_Mains,5,0,1,0,7.47,26.57,0,0,0.14,0,1,0.3,0.0,0,20,30,172,0.0,189.0,81.28571428571429,101.58036930712261
2026-02-01,Chole Soya Chunks Curry,Veg_Mains,6,0,28,0,0.1,28.98,0,0,0.11,0,0,0.02,0.0,0,20,30,0,172.0,0.0,78.85714285714286,98.73943584240382
2026-02-02,Chole Soya Chunks Curry,Veg_Mains,0,0,27,0,11.81,23.88,0,0,0.06,0,0,0.15,0.0,0,20,30,0,0.0,0.0,78.85714285714286,98.73943584240382
2026-02-03,Chole Soya Chunks Curry,Veg_Mains,1,0,26,0,4.55,27.37,0,0,0.1,0,1,0.25,0.0,0,20,30,206,0.0,201.0,78.85714285714286,98.73943584240382
2026-02-04,Chole Soya Chunks Curry,Veg_Mains,2,0,25,0,0.26,26.3,0,0,0.09,0,0,0.05,0.0,0,20,30,0,206.0,0.0,79.57142857142857,99.7828594880856
2026-02-05,Chole Soya Chunks Curry,Veg_Mains,3,0,24,0,0.51,23.28,0,0,0.1,0,1,0.2,0.0,0,20,30,175,0.0,179.0,79.57142857142857,99.7828594880856
2026-02-06,Chole Soya Chunks Curry,Veg_Mains,4,0,23,0,2.82,22.21,0,1,0.07,0,0,0.05,0.0,0,20,30,0,175.0,0.0,79.0,99.12786355678872
2026-02-07,Chole Soya Chunks Curry,Veg_Mains,5,0,22,0,1.08,23.79,0,1,0.12,0,1,0.3,0.0,0,20,30,206,0.0,172.0,79.0,99.12786355678872
2026-02-08,Chole Soya Chunks Curry,Veg_Mains,6,0,21,0,2.82,19.53,0,1,0.05,0,0,0.02,0.0,0,20,30,0,206.0,0.0,83.85714285714286,105.09746043780592
2026-02-09,Chole Soya Chunks Curry,Veg_Mains,0,0,20,0,2.54,31.92,0,0,0.04,0,0,0.15,0.0,0,20,30,0,0.0,0.0,83.85714285714286,105.09746043780592
2026-02-10,Chole Soya Chunks Curry,Veg_Mains,1,0,19,0,3.1,27.45,0,0,0.12,0,1,0.25,0.0,0,20,30,181,0.0,206.0,83.85714285714286,105.09746043780592
2026-02-11,Chole Soya Chunks Curry,Veg_Mains,2,0,18,0,1.42,18.95,0,0,0.06,0,0,0.05,0.0,0,20,30,0,181.0,0.0,80.28571428571429,100.58282538239196
2026-02-12,Chole Soya Chunks Curry,Veg_Mains,3,1,17,0,0.34,32.08,0,0,0.1,0,1,0.2,0.0,1,20,30,17,0.0,175.0,80.28571428571429,100.58282538239196
2026-02-13,Chole Soya Chunks Curry,Veg_Mains,4,0,16,0,1.01,35.89,0,0,0.03,0,0,0.05,0.0,0,20,30,0,17.0,0.0,57.714285714285715,93.24647318748711
2026-02-14,Chole Soya Chunks Curry,Veg_Mains,5,0,15,0,2.19,29.39,0,0,0.15,0,1,0.3,0.0,0,20,30,175,0.0,206.0,57.714285714285715,93.24647318748711
2026-02-15,Chole Soya Chunks Curry,Veg_Mains,6,0,14,0,1.82,22.73,0,1,0.12,0,0,0.02,0.0,0,20,30,0,175.0,0.0,53.285714285714285,85.43948011256127
2026-02-16,Chole Soya Chunks Curry,Veg_Mains,0,0,13,0,1.52,27.32,0,0,0.13,0,0,0.15,0.0,0,20,30,0,0.0,0.0,53.285714285714285,85.43948011256127
2026-02-17,Chole Soya Chunks Curry,Veg_Mains,1,1,12,0,5.88,22.14,0,0,0.14,Ramadan,1,0.25,0.15,1,20,30,15,0.0,181.0,53.285714285714285,85.43948011256127
2026-02-18,Chole Soya Chunks Curry,Veg_Mains,2,0,11,0,0.88,15.09,0,0,0.02,Ramadan,0,0.05,0.15,0,20,30,0,15.0,0.0,29.571428571428573,64.57258743165738
2026-02-19,Chole Soya Chunks Curry,Veg_Mains,3,0,10,0,3.85,27.81,0,0,0.06,Ramadan,1,0.2,0.15,0,20,30,152,0.0,17.0,29.571428571428573,64.57258743165738
2026-02-20,Chole Soya Chunks Curry,Veg_Mains,4,0,9,0,1.53,20.25,0,0,0.08,Ramadan,0,0.05,0.15,0,20,30,0,152.0,0.0,48.857142857142854,78.7875382943025
2026-02-21,Chole Soya Chunks Curry,Veg_Mains,5,0,8,0,8.27,27.75,0,0,0.09,Ramadan,1,0.3,0.15,0,20,30,160,0.0,175.0,48.857142857142854,78.7875382943025
2026-02-22,Chole Soya Chunks Curry,Veg_Mains,6,0,7,0,0.76,23.22,0,0,0.14,Ramadan,0,0.02,0.15,0,20,30,0,160.0,0.0,46.714285714285715,74.8926215451479
2026-02-23,Chole Soya Chunks Curry,Veg_Mains,0,1,6,1,8.33,22.7,0,1,0.28,Ramadan,0,0.15,0.15,1,20,30,0,0.0,0.0,46.714285714285715,74.8926215451479
2026-02-24,Chole Soya Chunks Curry,Veg_Mains,1,0,5,0,3.71,26.98,0,1,0.05,Ramadan,1,0.25,0.15,0,20,30,210,0.0,15.0,46.714285714285715,74.8926215451479
2026-02-25,Chole Soya Chunks Curry,Veg_Mains,2,0,4,0,3.25,24.15,0,0,0.07,Ramadan,0,0.05,0.15,0,20,30,0,210.0,0.0,74.57142857142857,94.76085187259051
2026-02-26,Chole Soya Chunks Curry,Veg_Mains,3,0,3,0,1.58,33.11,0,0,0.04,Ramadan,1,0.2,0.15,0,20,30,163,0.0,152.0,74.57142857142857,94.76085187259051
2026-02-27,Chole Soya Chunks Curry,Veg_Mains,4,0,2,0,7.19,29.31,0,0,0.12,Ramadan,0,0.05,0.15,0,20,30,0,163.0,0.0,76.14285714285714,96.33695824453623
2026-02-28,Chole Soya Chunks Curry,Veg_Mains,5,0,1,0,0.95,21.01,0,1,0.02,Ramadan,1,0.3,0.15,0,20,30,211,0.0,160.0,76.14285714285714,96.33695824453623
2026-03-01,Chole Soya Chunks Curry,Veg_Mains,6,0,1,0,2.48,24.96,0,0,0.03,Ramadan,0,0.02,0.15,0,20,30,0,211.0,0.0,83.42857142857143,105.25185214974782
2026-03-02,Chole Soya Chunks Curry,Veg_Mains,0,0,0,0,9.23,26.75,0,0,0.12,Ramadan,0,0.15,0.15,0,20,30,0,0.0,0.0,83.42857142857143,105.25185214974782
2026-03-03,Chole Soya Chunks Curry,Veg_Mains,1,0,29,0,2.74,28.02,0,0,0.09,Ramadan,1,0.25,0.15,0,20,30,167,0.0,210.0,83.42857142857143,105.25185214974782
2026-03-04,Chole Soya Chunks Curry,Veg_Mains,2,0,28,0,0.2,25.68,0,0,0.02,Ramadan,0,0.05,0.15,0,20,30,0,167.0,0.0,77.28571428571429,97.61098689135744
2026-03-05,Chole Soya Chunks Curry,Veg_Mains,3,0,27,0,1.55,23.88,0,1,0.07,Ramadan,1,0.2,0.15,0,20,30,205,0.0,163.0,77.28571428571429,97.61098689135744
2026-03-06,Chole Soya Chunks Curry,Veg_Mains,4,0,26,0,0.06,24.96,0,0,0.06,Ramadan,0,0.05,0.15,0,20,30,0,205.0,0.0,83.28571428571429,104.78504073532994
2026-03-07,Chole Soya Chunks Curry,Veg_Mains,5,0,25,0,2.02,32.57,0,0,0.05,Ramadan,1,0.3,0.15,0,20,30,164,0.0,211.0,83.28571428571429,104.78504073532994
2026-03-08,Chole Soya Chunks Curry,Veg_Mains,6,0,24,0,0.83,22.02,0,0,0.12,Ramadan,0,0.02,0.15,0,20,30,0,164.0,0.0,76.57142857142857,96.40860463474742
2026-03-09,Chole Soya Chunks Curry,Veg_Mains,0,0,23,0,1.05,26.97,0,0,0.04,Ramadan,0,0.15,0.15,0,20,30,0,0.0,0.0,76.57142857142857,96.40860463474742
2026-03-10,Chole Soya Chunks Curry,Veg_Mains,1,0,22,0,1.03,21.82,0,0,0.02,Ramadan,1,0.25,0.15,0,20,30,173,0.0,167.0,76.57142857142857,96.40860463474742
2026-03-11,Chole Soya Chunks Curry,Veg_Mains,2,0,21,0,5.62,27.81,0,1,0.07,Ramadan,0,0.05,0.15,0,20,30,0,173.0,0.0,77.42857142857143,97.36847050056318
2026-03-12,Chole Soya Chunks Curry,Veg_Mains,3,0,20,0,8.91,23.91,0,0,0.13,Ramadan,1,0.2,0.15,0,20,30,148,0.0,205.0,77.42857142857143,97.36847050056318
2026-03-13,Chole Soya Chunks Curry,Veg_Mains,4,0,19,0,0.54,22.59,0,0,0.05,Ramadan,0,0.05,0.15,0,20,30,0,148.0,0.0,69.28571428571429,86.72315009214526
2026-03-14,Chole Soya Chunks Curry,Veg_Mains,5,0,18,0,4.9,30.8,0,0,0.05,Ramadan,1,0.3,0.15,0,20,30,183,0.0,164.0,69.28571428571429,86.72315009214526
2026-03-15,Chole Soya Chunks Curry,Veg_Mains,6,0,17,0,4.22,22.53,0,1,0.11,Ramadan,0,0.02,0.15,0,20,30,0,183.0,0.0,72.0,90.40095869698135
2026-03-16,Chole Soya Chunks Curry,Veg_Mains,0,0,16,0,3.0,32.93,0,0,0.13,Ramadan,0,0.15,0.15,0,20,30,0,0.0,0.0,72.0,90.40095869698135
2026-03-17,Chole Soya Chunks Curry,Veg_Mains,1,0,15,0,0.24,27.13,0,0,0.13,Ramadan,1,0.25,0.15,0,20,30,169,0.0,173.0,72.0,90.40095869698135
2026-03-18,Chole Soya Chunks Curry,Veg_Mains,2,0,14,0,1.01,29.83,0,0,0.09,Ramadan,0,0.05,0.15,0,20,30,0,169.0,0.0,71.42857142857143,89.66578154988878
2026-03-19,Chole Soya Chunks Curry,Veg_Mains,3,0,13,0,6.27,20.77,0,0,0.02,Ramadan,1,0.2,0.15,0,20,30,171,0.0,148.0,71.42857142857143,89.66578154988878
2026-03-20,Chole Soya Chunks Curry,Veg_Mains,4,0,12,0,7.31,23.9,0,0,0.14,0,0,0.05,0.0,0,20,30,0,171.0,0.0,74.71428571428571,93.28757381651332
2026-03-21,Chole Soya Chunks Curry,Veg_Mains,5,0,11,0,3.48,12.88,0,0,0.09,0,1,0.3,0.0,0,20,30,182,0.0,183.0,74.71428571428571,93.28757381651332
2026-03-22,Chole Soya Chunks Curry,Veg_Mains,6,0,10,0,0.51,25.65,0,0,0.12,0,0,0.02,0.0,0,20,30,0,182.0,0.0,74.57142857142857,93.09467786946277
2026-03-23,Chole Soya Chunks Curry,Veg_Mains,0,0,9,0,7.75,18.14,0,0,0.1,0,0,0.15,0.0,0,20,30,0,0.0,0.0,74.57142857142857,93.09467786946277
2026-03-24,Chole Soya Chunks Curry,Veg_Mains,1,0,8,0,5.19,29.67,0,0,0.11,0,1,0.25,0.0,0,20,30,194,0.0,169.0,74.57142857142857,93.09467786946277
2026-03-25,Chole Soya Chunks Curry,Veg_Mains,2,0,7,0,0.0,21.72,0,0,0.05,0,0,0.05,0.0,0,20,30,0,194.0,0.0,78.14285714285714,97.68730482416596
2026-03-26,Chole Soya Chunks Curry,Veg_Mains,3,0,6,0,1.79,20.97,0,0,0.13,0,1,0.2,0.0,0,20,30,161,0.0,171.0,78.14285714285714,97.68730482416596
2026-03-27,Chole Soya Chunks Curry,Veg_Mains,4,0,5,0,3.45,28.35,0,0,0.12,0,0,0.05,0.0,0,20,30,0,161.0,0.0,76.71428571428571,96.16429393788228
2026-03-28,Chole Soya Chunks Curry,Veg_Mains,5,0,4,0,1.88,27.82,0,0,0.14,0,1,0.3,0.0,0,20,30,192,0.0,182.0,76.71428571428571,96.16429393788228
